"","sig_id","cell_iname","conditionId"
"1381","CPC012_HT29_6H:BRD-K08307026-001-01-4:10","HT29","BRD-K08307026_10 uM_6 h"
"1382","LJP005_HT29_24H:F13","HT29","PHA-665752_10 uM_24 h"
"1383","LJP005_HT29_24H:D23","HT29","WZ-3105_0.12 uM_24 h"
"1384","LJP005_HT29_24H:O08","HT29","WH-4-025_3.33 uM_24 h"
"1385","LJP005_HT29_24H:C23","HT29","mitoxantrone_0.12 uM_24 h"
"1386","LJP005_HT29_24H:K13","HT29","PIK-93_10 uM_24 h"
"1387","LJP005_HT29_24H:H14","HT29","NVP-AUY922_3.33 uM_24 h"
"1388","LJP005_HT29_24H:P02","HT29","AS-601245_3.33 uM_24 h"
"1389","LJP007_A375_24H:P13","A375","vandetanib_10 uM_24 h"
"1390","LJP005_HT29_24H:F05","HT29","CGP-60474_0.12 uM_24 h"
"1391","LJP007_A375_24H:N10","A375","BGT-226_0.37 uM_24 h"
"1392","LJP007_A375_24H:J01","A375","PHA-767491_10 uM_24 h"
"1393","LJP007_A375_24H:A04","A375","tanespimycin_10 uM_24 h"
"1394","LJP005_HT29_24H:E07","HT29","PF-431396_10 uM_24 h"
"1395","LJP007_A375_24H:P19","A375","NVP-BGJ398_10 uM_24 h"
"1396","LJP007_A375_24H:H13","A375","AST-1306_10 uM_24 h"
"1397","LJP007_A375_24H:P07","A375","AT-7867_10 uM_24 h"
"1398","LJP005_HT29_24H:K19","HT29","GDC-0980_10 uM_24 h"
"1399","LJP005_HT29_24H:N02","HT29","alpelisib_3.33 uM_24 h"
"1400","LJP007_A375_24H:L13","A375","HG-14-10-04_10 uM_24 h"
"1401","LJP005_HT29_24H:O21","HT29","linsitinib_1.11 uM_24 h"
"1402","LJP005_HT29_24H:L18","HT29","SB-590885_0.04 uM_24 h"
"1403","LJP005_HT29_24H:H22","HT29","TGX-221_0.37 uM_24 h"
"1404","LJP005_HT29_24H:M08","HT29","XMD-16144_3.33 uM_24 h"
"1405","LJP005_HT29_24H:E13","HT29","NVP-AEW541_10 uM_24 h"
"1406","LJP007_A375_24H:M17","A375","NVP-TAE226_0.12 uM_24 h"
"1407","LJP007_A375_24H:G19","A375","KIN001-244_10 uM_24 h"
"1408","LJP005_HT29_24H:E19","HT29","dovitinib_10 uM_24 h"
"1409","LJP005_HT29_24H:C07","HT29","NU-7441_10 uM_24 h"
"1410","LJP007_A375_24H:O07","A375","BMS-509744_10 uM_24 h"
"1411","LJP005_HT29_24H:B07","HT29","HG-5-113-01_10 uM_24 h"
"1412","REP.A006_A375_24H:D03","A375","sitagliptin_1.11 uM_24 h"
"1413","REP.A005_A375_24H:E19","A375","deforolimus_10 uM_24 h"
"1414","REP.B001_A375_24H:G04","A375","lestaurtinib_0.08 uM_24 h"
"1415","REP.A027_HT29_24H:M01","HT29","AZD-8931_10 uM_24 h"
"1416","REP.A025_A375_24H:D19","A375","cepharanthine_10 uM_24 h"
"1417","REP.A009_HT29_24H:C01","HT29","brivanib_10 uM_24 h"
"1418","REP.A016_A375_24H:C01","A375","cabozantinib_10 uM_24 h"
"1419","REP.A027_A375_24H:F01","A375","bifonazole_10 uM_24 h"
"1420","REP.A027_HT29_24H:K19","HT29","thiothixene_10 uM_24 h"
"1421","REP.A001_A375_24H:P03","A375","amikacin_1.11 uM_24 h"
"1422","REP.A005_A375_24H:N07","A375","carvedilol_10 uM_24 h"
"1423","REP.A025_A375_24H:G23","A375","indibulin_0.125 uM_24 h"
"1424","REP.A004_A375_24H:L01","A375","solifenacin-succinate_10 uM_24 h"
"1425","REP.A021_A375_24H:O16","A375","SB-939_0.37 uM_24 h"
"1426","REP.A024_A375_24H:I01","A375","rutin_10 uM_24 h"
"1427","REP.A014_HT29_24H:N19","HT29","teroxirone_10 uM_24 h"
"1428","REP.A022_A375_24H:J01","A375","zafirlukast_10 uM_24 h"
"1429","REP.B004_A375_24H:M07","A375","camicinal_2.22 uM_24 h"
"1430","REP.A026_A375_24H:A20","A375","AVL-292_3.33 uM_24 h"
"1431","REP.A014_HT29_24H:J01","HT29","PHA-848125_10 uM_24 h"
"1432","REP.A027_A375_24H:L13","A375","sertaconazole_10 uM_24 h"
"1433","REP.B002_A375_24H:D06","A375","telbivudine_0.01 uM_24 h"
"1434","REP.A017_HT29_24H:F20","HT29","tipifarnib-P2_3.33 uM_24 h"
"1435","REP.A013_HT29_24H:L01","HT29","protriptyline_10 uM_24 h"
"1436","REP.A026_A375_24H:B23","A375","alvocidib_0.125 uM_24 h"
"1437","REP.B005_A375_24H:A19","A375","I-BET-762_2.22 uM_24 h"
"1438","REP.A016_A375_24H:D13","A375","econazole_10 uM_24 h"
"1439","REP.A017_HT29_24H:H19","HT29","DPI-201106_10 uM_24 h"
"1440","REP.A023_A375_24H:J01","A375","rimcazole_10 uM_24 h"
"1441","REP.A015_A375_24H:H01","A375","enalapril_10 uM_24 h"
"1442","REP.A016_HT29_24H:I07","HT29","vortioxetine_10 uM_24 h"
"1443","REP.A026_A375_24H:K19","A375","triamterene_10 uM_24 h"
"1444","REP.A009_HT29_24H:B19","HT29","AZD-4547_10 uM_24 h"
"1445","REP.A021_HT29_24H:M01","HT29","tolbutamide_10 uM_24 h"
"1446","REP.A002_A375_24H:J08","A375","LY-2874455_3.33 uM_24 h"
"1447","REP.A016_HT29_24H:G19","HT29","anecortave-acetate_10 uM_24 h"
"1448","REP.A021_HT29_24H:H01","HT29","mepazine_10 uM_24 h"
"1449","REP.A003_A375_24H:I23","A375","clofarabine_0.125 uM_24 h"
"1450","REP.A027_A375_24H:C04","A375","RAF-265_0.37 uM_24 h"
"1451","REP.A017_HT29_24H:N07","HT29","haloperidol_10 uM_24 h"
"1452","REP.A005_A375_24H:A07","A375","danusertib_10 uM_24 h"
"1453","REP.A006_HT29_24H:N13","HT29","AV-412_10 uM_24 h"
"1454","REP.A022_A375_24H:F17","A375","diltiazem_0.125 uM_24 h"
"1455","REP.A017_A375_24H:D07","A375","ARRY-334543_10 uM_24 h"
"1456","REP.B002_A375_24H:M21","A375","phensuximide_0.25 uM_24 h"
"1457","REP.A017_HT29_24H:G01","HT29","GDC-0199_10 uM_24 h"
"1458","REP.A023_HT29_24H:B07","HT29","avasimibe_10 uM_24 h"
"1459","REP.A007_A375_24H:L01","A375","amitriptyline_10 uM_24 h"
"1460","REP.A027_A375_24H:A19","A375","imatinib_10 uM_24 h"
"1461","REP.A026_HT29_24H:B13","HT29","CYT-387_10 uM_24 h"
"1462","REP.A024_HT29_24H:L13","HT29","LY-2090314_10 uM_24 h"
"1463","REP.A004_A375_24H:I01","A375","ABT-239_10 uM_24 h"
"1464","REP.A006_HT29_24H:N19","HT29","GDC-0980_10 uM_24 h"
"1465","REP.A006_HT29_24H:D03","HT29","sitagliptin_1.11 uM_24 h"
"1466","REP.A015_A375_24H:O07","A375","BRD-K61195623_10 uM_24 h"
"1467","REP.A017_A375_24H:N13","A375","moxidectin_10 uM_24 h"
"1468","REP.A016_A375_24H:F19","A375","ivacaftor_10 uM_24 h"
"1469","REP.A022_A375_24H:E05","A375","PF-03814735_0.125 uM_24 h"
"1470","REP.A019_A375_24H:A09","A375","taselisib_1.11 uM_24 h"
"1471","REP.A025_A375_24H:E06","A375","genz-644282_0.04 uM_24 h"
"1472","REP.A026_A375_24H:N13","A375","linifanib_10 uM_24 h"
"1473","REP.B003_A375_24H:O16","A375","bindarit_0.08 uM_24 h"
"1474","REP.A003_A375_24H:N08","A375","danegaptide_3.33 uM_24 h"
"1475","REP.B002_A375_24H:K19","A375","JTC-801_2.22 uM_24 h"
"1476","REP.A023_A375_24H:E19","A375","sertindole_10 uM_24 h"
"1477","REP.A015_HT29_24H:N24","HT29","carglumic-acid_0.04 uM_24 h"
"1478","REP.A021_HT29_24H:E19","HT29","miconazole_10 uM_24 h"
"1479","REP.A027_HT29_24H:D24","HT29","ingenol-mebutate_0.04 uM_24 h"
"1480","REP.A007_A375_24H:M22","A375","BRD-K01192156_0.37 uM_24 h"
"1481","REP.A002_A375_24H:N07","A375","retapamulin_10 uM_24 h"
"1482","REP.A024_HT29_24H:M12","HT29","olmesartan-medoxomil_0.04 uM_24 h"
"1483","REP.A021_HT29_24H:J12","HT29","JNJ-26481585_0.04 uM_24 h"
"1484","REP.B003_A375_24H:O10","A375","oprozomib_0.08 uM_24 h"
"1485","REP.A022_HT29_24H:E18","HT29","pinitol_0.04 uM_24 h"
"1486","REP.A020_HT29_24H:D19","HT29","AZD-3514_10 uM_24 h"
"1487","REP.A005_A375_24H:N19","A375","resveratrol_10 uM_24 h"
"1488","REP.A017_HT29_24H:D07","HT29","ARRY-334543_10 uM_24 h"
"1489","REP.A006_HT29_24H:I01","HT29","sufentanil_10 uM_24 h"
"1490","REP.A008_A375_24H:O15","A375","SN-38_1.11 uM_24 h"
"1491","REP.A023_HT29_24H:P03","HT29","lasalocid_1.11 uM_24 h"
"1492","REP.A024_A375_24H:C02","A375","doramapimod_3.33 uM_24 h"
"1493","REP.A027_A375_24H:D24","A375","ingenol-mebutate_0.04 uM_24 h"
"1494","REP.A024_A375_24H:M12","A375","olmesartan-medoxomil_0.04 uM_24 h"
"1495","REP.A004_A375_24H:N07","A375","grazoprevir_10 uM_24 h"
"1496","REP.A027_HT29_24H:E09","HT29","digoxin_1.11 uM_24 h"
"1497","REP.A009_HT29_24H:N13","HT29","rociletinib_10 uM_24 h"
"1498","REP.A027_A375_24H:B07","A375","oglemilast_10 uM_24 h"
"1499","REP.A027_A375_24H:P01","A375","rupatadine_10 uM_24 h"
"1500","REP.A002_A375_24H:H01","A375","PRX-08066_10 uM_24 h"
"1501","REP.A023_HT29_24H:I01","HT29","sertraline_10 uM_24 h"
"1502","REP.A023_HT29_24H:J01","HT29","rimcazole_10 uM_24 h"
"1503","REP.A015_A375_24H:C08","A375","voxtalisib_3.33 uM_24 h"
"1504","REP.A021_HT29_24H:D07","HT29","tacrine_10 uM_24 h"
"1505","REP.A006_A375_24H:M22","A375","busulfan_0.37 uM_24 h"
"1506","REP.A006_A375_24H:A20","A375","mubritinib_3.33 uM_24 h"
"1507","REP.B004_A375_24H:D02","A375","colforsin-daproate_0.74 uM_24 h"
"1508","REP.A024_A375_24H:G01","A375","rizatriptan_10 uM_24 h"
"1509","REP.A006_HT29_24H:B19","HT29","darapladib_10 uM_24 h"
"1510","REP.A006_HT29_24H:O19","HT29","efatutazone_10 uM_24 h"
"1511","REP.A016_HT29_24H:C01","HT29","cabozantinib_10 uM_24 h"
"1512","REP.A017_HT29_24H:D15","HT29","pioglitazone_1.11 uM_24 h"
"1513","REP.A024_A375_24H:L13","A375","LY-2090314_10 uM_24 h"
"1514","REP.A023_HT29_24H:L01","HT29","pinaverium_10 uM_24 h"
"1515","REP.A020_HT29_24H:F04","HT29","refametinib_0.37 uM_24 h"
"1516","REP.A022_HT29_24H:G01","HT29","erlotinib_10 uM_24 h"
"1517","REP.A015_HT29_24H:L01","HT29","MLN-0128_10 uM_24 h"
"1518","REP.A018_HT29_24H:P02","HT29","ifosfamide_3.33 uM_24 h"
"1519","REP.A022_A375_24H:I19","A375","metergoline_10 uM_24 h"
"1520","REP.A005_A375_24H:F19","A375","CP-945598_10 uM_24 h"
"1521","REP.A014_HT29_24H:B24","HT29","ambroxol_0.04 uM_24 h"
"1522","REP.A027_A375_24H:M01","A375","AZD-8931_10 uM_24 h"
"1523","REP.A023_A375_24H:D07","A375","amsacrine_10 uM_24 h"
"1524","REP.A023_HT29_24H:E01","HT29","quetiapine_10 uM_24 h"
"1525","REP.A025_A375_24H:P03","A375","albendazole_1.11 uM_24 h"
"1526","REP.A017_A375_24H:D13","A375","pioglitazone_10 uM_24 h"
"1527","REP.A023_HT29_24H:D19","HT29","simeprevir_10 uM_24 h"
"1528","REP.A018_HT29_24H:C01","HT29","prednisone_10 uM_24 h"
"1529","REP.A025_A375_24H:J21","A375","tioguanine_1.11 uM_24 h"
"1530","REP.A016_HT29_24H:E04","HT29","R-547_0.37 uM_24 h"
"1531","REP.A025_A375_24H:H01","A375","AZD-2014_10 uM_24 h"
"1532","REP.A015_HT29_24H:M01","HT29","quinidine_10 uM_24 h"
"1533","REP.B001_A375_24H:D03","A375","josamycin_0.25 uM_24 h"
"1534","REP.B002_A375_24H:P04","A375","fdcyd_0.08 uM_24 h"
"1535","REP.A004_A375_24H:P13","A375","metatinib_10 uM_24 h"
"1536","REP.A005_A375_24H:J07","A375","forskolin_10 uM_24 h"
"1537","REP.A004_A375_24H:H17","A375","BRD-K22848513_0.125 uM_24 h"
"1538","REP.A017_HT29_24H:I11","HT29","Ro-4987655_0.125 uM_24 h"
"1539","REP.A022_A375_24H:N07","A375","masitinib_10 uM_24 h"
"1540","REP.A002_A375_24H:G01","A375","MK-0893_10 uM_24 h"
"1541","REP.A013_HT29_24H:D11","HT29","camptothecin_0.125 uM_24 h"
"1542","REP.A016_HT29_24H:K01","HT29","etoricoxib_10 uM_24 h"
"1543","REP.A026_A375_24H:L07","A375","ZK-811752_10 uM_24 h"
"1544","REP.A012_A375_24H:N02","A375","BMS-299897_3.33 uM_24 h"
"1545","REP.B003_A375_24H:A21","A375","alvespimycin_0.25 uM_24 h"
"1546","REP.A007_A375_24H:F14","A375","AEE-788_3.33 uM_24 h"
"1547","REP.A023_HT29_24H:K13","HT29","dorzolamide_10 uM_24 h"
"1548","REP.A027_HT29_24H:P07","HT29","EMD-1214063_10 uM_24 h"
"1549","REP.A023_HT29_24H:O08","HT29","CEP-37440_3.33 uM_24 h"
"1550","REP.A005_A375_24H:G01","A375","D-4476_10 uM_24 h"
"1551","REP.A025_HT29_24H:B07","HT29","pimecrolimus_10 uM_24 h"
"1552","REP.A014_HT29_24H:A20","HT29","LGX-818_3.33 uM_24 h"
"1553","REP.A022_A375_24H:A15","A375","pitavastatin_1.11 uM_24 h"
"1554","REP.A027_A375_24H:D01","A375","apremilast_10 uM_24 h"
"1555","REP.A023_A375_24H:O15","A375","valrubicin_1.11 uM_24 h"
"1556","REP.A024_HT29_24H:L07","HT29","fluspirilene_10 uM_24 h"
"1557","REP.A004_A375_24H:E16","A375","KPT-330_0.37 uM_24 h"
"1558","REP.A015_HT29_24H:H12","HT29","aminolevulinic-acid_0.04 uM_24 h"
"1559","REP.A022_HT29_24H:C01","HT29","CGS-20625_10 uM_24 h"
"1560","REP.A006_A375_24H:C07","A375","CNQX_10 uM_24 h"
"1561","REP.A004_A375_24H:B07","A375","pterostilbene_10 uM_24 h"
"1562","REP.A015_A375_24H:D19","A375","MK-2461_10 uM_24 h"
"1563","REP.A014_HT29_24H:F01","HT29","AT-13387_10 uM_24 h"
"1564","REP.A006_A375_24H:H13","A375","TH-302_10 uM_24 h"
"1565","REP.A012_A375_24H:O19","A375","cobimetinib_10 uM_24 h"
"1566","REP.A021_HT29_24H:O17","HT29","SB-939_0.125 uM_24 h"
"1567","REP.A005_A375_24H:I07","A375","mibefradil_10 uM_24 h"
"1568","REP.A017_A375_24H:F19","A375","tipifarnib-P2_10 uM_24 h"
"1569","REP.A022_A375_24H:H07","A375","estramustine_10 uM_24 h"
"1570","REP.A003_A375_24H:N01","A375","dacarbazine_10 uM_24 h"
"1571","REP.A017_HT29_24H:D01","HT29","vismodegib_10 uM_24 h"
"1572","REP.A027_HT29_24H:K13","HT29","istaroxime_10 uM_24 h"
"1573","REP.B004_A375_24H:I20","A375","CYT-997_0.74 uM_24 h"
"1574","REP.A024_HT29_24H:C01","HT29","doramapimod_10 uM_24 h"
"1575","REP.A026_A375_24H:J07","A375","nortriptyline_10 uM_24 h"
"1576","REP.A002_A375_24H:I01","A375","pibenzimol_10 uM_24 h"
"1577","REP.A015_A375_24H:L07","A375","voglibose_10 uM_24 h"
"1578","REP.A001_A375_24H:A19","A375","batimastat_10 uM_24 h"
"1579","REP.A007_A375_24H:C14","A375","BRD-K44408410_3.33 uM_24 h"
"1580","REP.A020_A375_24H:F02","A375","refametinib_3.33 uM_24 h"
"1581","REP.A022_HT29_24H:C13","HT29","SB-743921_10 uM_24 h"
"1582","REP.A015_HT29_24H:O22","HT29","emtricitabine_0.37 uM_24 h"
"1583","REP.A004_A375_24H:J07","A375","voreloxin_10 uM_24 h"
"1584","REP.A027_A375_24H:K19","A375","thiothixene_10 uM_24 h"
"1585","REP.A003_A375_24H:A13","A375","fluoxetine_10 uM_24 h"
"1586","REP.A022_HT29_24H:G19","HT29","BIBX-1382_10 uM_24 h"
"1587","REP.A026_A375_24H:K01","A375","mercaptopurine_10 uM_24 h"
"1588","REP.A027_HT29_24H:P21","HT29","alvimopan_1.11 uM_24 h"
"1589","REP.A020_HT29_24H:A19","HT29","pimavanserin_10 uM_24 h"
"1590","REP.A013_HT29_24H:K04","HT29","STA-5326_0.37 uM_24 h"
"1591","REP.A022_A375_24H:M07","A375","zosuquidar_10 uM_24 h"
"1592","REP.A024_HT29_24H:M13","HT29","dolastatin-10_10 uM_24 h"
"1593","REP.A023_HT29_24H:E19","HT29","sertindole_10 uM_24 h"
"1594","REP.A018_HT29_24H:F01","HT29","JTE-907_10 uM_24 h"
"1595","REP.A021_HT29_24H:P02","HT29","tetrahydrouridine_3.33 uM_24 h"
"1596","REP.A023_HT29_24H:G07","HT29","mericitabine_10 uM_24 h"
"1597","REP.A022_A375_24H:G01","A375","erlotinib_10 uM_24 h"
"1598","REP.A015_HT29_24H:P13","HT29","romidepsin_10 uM_24 h"
"1599","REP.A017_A375_24H:P03","A375","molsidomine_1.11 uM_24 h"
"1600","REP.B005_A375_24H:G19","A375","TAS-103_2.22 uM_24 h"
"1601","REP.A026_HT29_24H:K01","HT29","mercaptopurine_10 uM_24 h"
"1602","REP.A006_A375_24H:N07","A375","itraconazole_10 uM_24 h"
"1603","REP.A021_HT29_24H:C07","HT29","CX-4945_10 uM_24 h"
"1604","REP.A001_A375_24H:P07","A375","ASC-J9_10 uM_24 h"
"1605","REP.A020_A375_24H:H19","A375","ACY-1215_10 uM_24 h"
"1606","REP.A022_HT29_24H:I19","HT29","metergoline_10 uM_24 h"
"1607","REP.A001_A375_24H:M13","A375","hypericin_10 uM_24 h"
"1608","REP.A003_A375_24H:F13","A375","vanoxerine_10 uM_24 h"
"1609","REP.A002_A375_24H:B07","A375","tesaglitazar_10 uM_24 h"
"1610","REP.A014_HT29_24H:B13","HT29","AP-26113_10 uM_24 h"
"1611","REP.A025_A375_24H:I07","A375","etravirine_10 uM_24 h"
"1612","REP.A015_A375_24H:I02","A375","mebendazole_3.33 uM_24 h"
"1613","REP.B003_A375_24H:P05","A375","tofacitinib_0.03 uM_24 h"
"1614","REP.A015_HT29_24H:E07","HT29","epirubicin_10 uM_24 h"
"1615","REP.A005_A375_24H:P07","A375","alectinib_10 uM_24 h"
"1616","REP.B002_A375_24H:M13","A375","artesunate_2.22 uM_24 h"
"1617","REP.A011_HT29_24H:P07","HT29","isofloxythepin_10 uM_24 h"
"1618","REP.A016_HT29_24H:L14","HT29","azacitidine_3.33 uM_24 h"
"1619","REP.A016_A375_24H:L07","A375","DMP-777_10 uM_24 h"
"1620","REP.A022_HT29_24H:I04","HT29","SNX-2112_0.37 uM_24 h"
"1621","REP.A025_HT29_24H:C02","HT29","bepotastine_3.33 uM_24 h"
"1622","REP.A006_HT29_24H:P21","HT29","AT-9283_1.11 uM_24 h"
"1623","REP.A017_A375_24H:H19","A375","DPI-201106_10 uM_24 h"
"1624","REP.A024_A375_24H:K19","A375","oxiperomide_10 uM_24 h"
"1625","REP.A001_A375_24H:N13","A375","BRD-A29731977_10 uM_24 h"
"1626","REP.A019_A375_24H:O13","A375","E-2012_10 uM_24 h"
"1627","REP.A024_HT29_24H:K19","HT29","oxiperomide_10 uM_24 h"
"1628","REP.A016_HT29_24H:M01","HT29","aphidicolin_10 uM_24 h"
"1629","REP.A023_A375_24H:G07","A375","mericitabine_10 uM_24 h"
"1630","REP.A024_A375_24H:J01","A375","nimesulide_10 uM_24 h"
"1631","REP.A024_HT29_24H:M21","HT29","leflunomide_1.11 uM_24 h"
"1632","REP.A003_A375_24H:C01","A375","methocarbamol_10 uM_24 h"
"1633","REP.A012_A375_24H:P20","A375","foretinib_3.33 uM_24 h"
"1634","REP.A006_HT29_24H:B13","HT29","LY-2801653_10 uM_24 h"
"1635","REP.A023_A375_24H:G19","A375","ibrutinib_10 uM_24 h"
"1636","REP.A017_HT29_24H:G19","HT29","triflupromazine_10 uM_24 h"
"1637","REP.A017_HT29_24H:O24","HT29","ursolic-acid_0.04 uM_24 h"
"1638","REP.A023_HT29_24H:L13","HT29","duloxetine_10 uM_24 h"
"1639","REP.B001_A375_24H:I01","A375","PKI-179_2.22 uM_24 h"
"1640","REP.A004_A375_24H:K19","A375","KW-2449_10 uM_24 h"
"1641","REP.A017_A375_24H:H01","A375","lidoflazine_10 uM_24 h"
"1642","REP.A007_A375_24H:K03","A375","MK-5108_1.11 uM_24 h"
"1643","REP.A023_A375_24H:E01","A375","quetiapine_10 uM_24 h"
"1644","REP.A024_A375_24H:H01","A375","clenbuterol_10 uM_24 h"
"1645","REP.A024_A375_24H:L07","A375","fluspirilene_10 uM_24 h"
"1646","REP.A007_A375_24H:N02","A375","sulpiride_3.33 uM_24 h"
"1647","REP.A015_HT29_24H:G03","HT29","tiapride_1.11 uM_24 h"
"1648","REP.A006_A375_24H:G02","A375","CEP-32496_3.33 uM_24 h"
"1649","REP.A002_A375_24H:N22","A375","bosutinib_0.37 uM_24 h"
"1650","REP.A015_HT29_24H:P24","HT29","resatorvid_0.04 uM_24 h"
"1651","REP.A001_A375_24H:M23","A375","disopyramide_0.125 uM_24 h"
"1652","REP.A001_A375_24H:N07","A375","MK-8245_10 uM_24 h"
"1653","REP.A016_A375_24H:K19","A375","fluphenazine_10 uM_24 h"
"1654","REP.A007_A375_24H:H01","A375","siramesine_10 uM_24 h"
"1655","REP.B005_A375_24H:H07","A375","merimepodib_2.22 uM_24 h"
"1656","REP.A007_A375_24H:O08","A375","SU-11652_3.33 uM_24 h"
"1657","REP.A022_HT29_24H:J01","HT29","zafirlukast_10 uM_24 h"
"1658","REP.A007_HT29_24H:L01","HT29","amitriptyline_10 uM_24 h"
"1659","REP.A010_HT29_24H:O13","HT29","BRD-K15318383_10 uM_24 h"
"1660","REP.A015_HT29_24H:O13","HT29","loperamide_10 uM_24 h"
"1661","REP.B002_A375_24H:L21","A375","belinostat_0.25 uM_24 h"
"1662","REP.A023_HT29_24H:F13","HT29","golvatinib_10 uM_24 h"
"1663","REP.A017_HT29_24H:H01","HT29","lidoflazine_10 uM_24 h"
"1664","REP.A001_A375_24H:M01","A375","ziprasidone_10 uM_24 h"
"1665","REP.A021_A375_24H:K01","A375","radezolid_10 uM_24 h"
"1666","REP.A023_A375_24H:A14","A375","lisinopril_3.33 uM_24 h"
"1667","REP.A009_HT29_24H:F01","HT29","acifran_10 uM_24 h"
"1668","REP.A017_HT29_24H:N01","HT29","levomequitazine_10 uM_24 h"
"1669","REP.A021_A375_24H:A13","A375","TAK-285_10 uM_24 h"
"1670","REP.A024_A375_24H:M13","A375","dolastatin-10_10 uM_24 h"
"1671","REP.A027_A375_24H:P07","A375","EMD-1214063_10 uM_24 h"
"1672","REP.A020_HT29_24H:F19","HT29","cediranib_10 uM_24 h"
"1673","REP.A003_A375_24H:M01","A375","ciclesonide_10 uM_24 h"
"1674","REP.A015_A375_24H:E07","A375","epirubicin_10 uM_24 h"
"1675","REP.A024_HT29_24H:E09","HT29","pralatrexate_1.11 uM_24 h"
"1676","REP.A006_A375_24H:N03","A375","diphenylpyraline_1.11 uM_24 h"
"1677","REP.A014_HT29_24H:P13","HT29","lonafarnib_10 uM_24 h"
"1678","REP.A021_A375_24H:P09","A375","AZD-7762_1.11 uM_24 h"
"1679","REP.A023_A375_24H:F13","A375","golvatinib_10 uM_24 h"
"1680","REP.A009_HT29_24H:A07","HT29","GSK-2110183_10 uM_24 h"
"1681","REP.A015_A375_24H:P01","A375","gliclazide_10 uM_24 h"
"1682","REP.A023_HT29_24H:F01","HT29","flumatinib_10 uM_24 h"
"1683","REP.A002_A375_24H:K13","A375","amiodarone_10 uM_24 h"
"1684","REP.A019_A375_24H:G01","A375","talnetant_10 uM_24 h"
"1685","REP.A001_A375_24H:E01","A375","PD-153035_10 uM_24 h"
"1686","REP.A025_A375_24H:N01","A375","LY-2157299_10 uM_24 h"
"1687","REP.A006_A375_24H:B13","A375","LY-2801653_10 uM_24 h"
"1688","REP.A014_HT29_24H:D01","HT29","clofazimine_10 uM_24 h"
"1689","REP.A021_A375_24H:C08","A375","CX-4945_3.33 uM_24 h"
"1690","REP.A021_HT29_24H:D01","HT29","maxacalcitol_10 uM_24 h"
"1691","REP.A010_A375_24H:J05","A375","dinaciclib_0.125 uM_24 h"
"1692","REP.A020_HT29_24H:M01","HT29","BRD-K47000838_4 uM_24 h"
"1693","REP.A016_A375_24H:I07","A375","vortioxetine_10 uM_24 h"
"1694","REP.A020_A375_24H:F15","A375","linsitinib_1.11 uM_24 h"
"1695","REP.A017_HT29_24H:P02","HT29","molsidomine_3.33 uM_24 h"
"1696","MOAR004_A375_24H:P14","A375","sunitinib_3.33 uM_24 h"
"1697","MOAR006_A375_24H:D01","A375","SKF-96365_10 uM_24 h"
"1698","MOAR006_A375_24H:I24","A375","STF-31_1.11 uM_24 h"
"1699","MOAR007_A375_24H:J04","A375","5-BDBD_10 uM_24 h"
"1700","MOAR006_A375_24H:I10","A375","stemregenin-1_10 uM_24 h"
"1701","MOAR002_A375_24H:L22","A375","terconazole_10 uM_24 h"
"1702","MOAR002_A375_24H:M04","A375","DPCPX_10 uM_24 h"
"1703","MOAR004_A375_24H:E04","A375","roscovitine_10 uM_24 h"
"1704","MOAR005_A375_24H:P04","A375","fosfosal_10 uM_24 h"
"1705","MOAR003_A375_24H:O21","A375","D-64131_1.11 uM_24 h"
"1706","MOAR004_A375_24H:P22","A375","withaferin-a_10 uM_24 h"
"1707","MOAR006_A375_24H:K12","A375","GSK-591_1.11 uM_24 h"
"1708","MOAR005_A375_24H:B19","A375","costunolide_10 uM_24 h"
"1709","MOAR005_A375_24H:B18","A375","BRD-K23853216_1.11 uM_24 h"
"1710","MOAR003_A375_24H:J10","A375","AZD-3463_10 uM_24 h"
"1711","MOAR007_A375_24H:K07","A375","STO-609_10 uM_24 h"
"1712","MOAR002_A375_24H:J07","A375","LY-364947_10 uM_24 h"
"1713","MOAR006_A375_24H:C01","A375","embelin_10 uM_24 h"
"1714","MOAR019_A375_24H:D08","A375","R-547_0.66 uM_24 h"
"1715","MOAR006_A375_24H:B19","A375","UNC-1999_10 uM_24 h"
"1716","MOAR002_A375_24H:G20","A375","pyrimethamine_3.33 uM_24 h"
"1717","MOAR003_A375_24H:J06","A375","sanguinarium-chloride_1.11 uM_24 h"
"1718","MOAR002_A375_24H:C01","A375","trimipramine_10 uM_24 h"
"1719","MOAR004_A375_24H:O01","A375","CCT-244747_10 uM_24 h"
"1720","MOAR002_A375_24H:M12","A375","tretinoin_1.11 uM_24 h"
"1721","MOAR019_A375_24H:C16","A375","BAY-11-7082_3.33 uM_24 h"
"1722","MOAR005_A375_24H:L04","A375","marinopyrrole-a_10 uM_24 h"
"1723","MOAR006_A375_24H:C04","A375","hypoestoxide_10 uM_24 h"
"1724","MOAR007_A375_24H:G04","A375","NNC-05-2090_10 uM_24 h"
"1725","MOAR005_A375_24H:P16","A375","BRD-K93934511_10 uM_24 h"
"1726","MOAR006_A375_24H:A19","A375","salubrinal_10 uM_24 h"
"1727","MOAR002_A375_24H:P05","A375","macitentan_3.33 uM_24 h"
"1728","MOAR004_A375_24H:K10","A375","CCT-251545_10 uM_24 h"
"1729","MOAR005_A375_24H:N05","A375","BRD-A10934835_3.33 uM_24 h"
